pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_66053,21-07-2016 00:00,24-11-2016 12:26,1,Black,0.9,18.64,7,1,0,1
ANSL_66221,21-12-2016 00:00,12-03-2017 11:14,2,Black,0.77,10.65,18,4,0,1
ANSL_71347,31-12-2007 00:00,24-01-2017 15:14,0,Gray,0.09,46.5,9,2,1,2
ANSL_69599,20-11-2016 00:00,22-12-2016 18:05,,Black,0.94,10.39,13,9,2,1
ANSL_56987,20-06-2017 00:00,01-01-2018 00:00,0,Torbie,0.48,15.97,13,9,1,1
ANSL_73722,23-10-2014 00:00,29-11-2016 14:25,2,Black,0.72,12.18,13,9,1,1
ANSL_59826,05-01-2018 00:00,26-07-2018 12:16,,Brown,0.87,28.18,18,4,2,4
ANSL_66831,29-03-2018 00:00,24-06-2018 10:37,0,Sable,0.05,31.2,0,1,1,2
ANSL_64891,26-04-2016 00:00,17-07-2016 11:29,0,Black,0.29,7.64,7,1,1,2
ANSL_75717,22-02-2019 00:00,12-04-2019 13:47,2,Cream,0.33,10.63,13,9,0,1
ANSL_60361,11-12-2016 00:00,31-12-2017 19:27,,Black,0.08,36.56,18,4,2,4
ANSL_73195,16-11-2017 00:00,07-03-2018 16:43,1,Black,0.23,25.69,0,1,0,1
ANSL_76404,06-04-2015 00:00,02-05-2019 15:59,1,Brown Brindle,0.46,9.2,0,7,0,2
ANSL_59620,13-05-2016 00:00,06-06-2017 17:49,0,Tan,0.86,9.16,0,1,1,2
ANSL_75134,29-04-2017 00:00,23-06-2018 16:22,2,Sable,0.26,22,13,9,0,2
ANSL_72172,19-01-2019 00:00,11-03-2019 15:45,2,Brown Tabby,0.42,46.18,13,9,0,1
ANSL_56342,13-08-2014 00:00,09-10-2016 12:59,1,Chocolate,0.43,26.36,4,4,0,2
ANSL_59225,15-06-2017 00:00,23-11-2017 12:27,0,Brown Tabby,0.83,13.57,13,9,1,1
ANSL_65895,07-08-2016 00:00,19-09-2016 15:55,,Black,0.79,30.02,13,9,2,1
ANSL_68652,29-10-2013 00:00,02-01-2019 17:23,1,Brown,0.97,32.67,0,1,0,4
ANSL_57630,08-02-2009 00:00,03-10-2018 10:07,1,Tan,0.18,9.74,0,7,0,2
ANSL_76482,03-04-2018 00:00,04-05-2019 00:00,0,Black,1,38.57,13,9,1,1
ANSL_54112,12-09-2016 00:00,09-12-2016 14:31,0,Brown Brindle,0.19,36.79,12,1,1,2
ANSL_59363,18-09-2015 00:00,16-10-2017 12:21,1,Blue,0.38,7.14,0,1,0,2
ANSL_55978,25-11-2018 00:00,29-12-2018 18:37,2,Brown Tabby,0.99,41.35,13,9,0,1
ANSL_55889,01-08-2015 00:00,12-08-2016 15:02,0,Black,0.43,14.8,0,1,1,2
ANSL_50175,27-08-2016 00:00,16-12-2016 14:50,1,Brown Tabby,0.56,11.11,0,1,0,1
ANSL_52207,20-04-2018 00:00,14-11-2018 17:57,2,Black,0.77,26.45,17,9,0,1
ANSL_57524,11-09-2016 00:00,04-12-2016 14:29,2,Black,0.16,9.65,13,9,1,2
ANSL_75983,15-07-2010 00:00,22-04-2019 18:04,1,Tan,0.51,21.53,0,7,0,2
ANSL_70965,28-01-2010 00:00,07-06-2017 15:19,1,Chocolate,0.34,10.68,13,9,0,2
ANSL_61780,21-04-2017 00:00,14-06-2018 16:08,1,Black,0.74,18.03,0,7,0,2
ANSL_71007,24-08-2016 00:00,24-12-2016 13:36,1,Black,0.13,26.88,13,9,0,2
ANSL_73779,16-03-2010 00:00,09-04-2017 15:50,1,Yellow,0.61,29.76,0,1,0,2
ANSL_55074,25-01-2010 00:00,16-02-2019 14:16,1,Brown Brindle,0.65,25.79,0,7,0,2
ANSL_59101,04-09-2016 00:00,02-12-2016 16:12,0,Black,0.4,17.25,0,1,1,1
ANSL_71325,23-07-2017 00:00,04-09-2018 18:43,1,Black,0.99,15.47,0,1,0,2
ANSL_66076,24-02-2011 00:00,18-08-2017 14:29,1,Black,0.88,36.12,0,1,0,2
ANSL_53284,23-06-2007 00:00,11-10-2016 16:33,1,Fawn,0.8,9.14,13,9,0,2
ANSL_68148,06-07-2015 00:00,13-08-2016 17:48,1,Blue Tabby,0.37,44.31,0,1,0,1
ANSL_63384,12-08-2008 00:00,02-09-2016 17:07,2,Black Brindle,0.82,37.49,0,7,0,2
ANSL_72939,28-12-2016 00:00,19-01-2018 17:30,1,Red,0.04,16.35,0,1,0,2
ANSL_67234,05-03-2016 00:00,25-03-2017 09:14,,Brown,0.64,44.68,15,4,2,4
ANSL_62931,24-11-2016 00:00,16-12-2017 00:00,2,Black,0.53,33.79,13,9,1,2
ANSL_66113,06-02-2017 00:00,12-03-2019 13:40,1,Brown Tabby,0.31,13.81,0,1,0,1
ANSL_73002,12-10-2016 00:00,16-11-2016 14:31,,Torbie,0.14,11.46,13,9,2,1
ANSL_60412,13-06-2017 00:00,31-08-2017 19:17,2,Black,0.73,41.35,0,1,0,1
ANSL_51289,23-10-2013 00:00,21-10-2016 18:22,1,Brown,0.44,23.27,0,7,0,2
ANSL_59977,29-06-2017 00:00,23-01-2018 18:48,1,Lilac Point,0.04,34.27,0,1,0,1
ANSL_65325,18-03-2009 00:00,05-06-2017 14:49,1,Black,0.21,29.96,13,9,0,2
ANSL_64258,05-10-2016 00:00,30-11-2017 14:08,0,Blue,0.68,9.76,0,1,1,2
ANSL_58536,17-03-2016 00:00,13-04-2017 18:38,1,Sable,0.38,15.83,0,1,0,2
ANSL_62906,28-07-2014 00:00,10-12-2017 00:00,1,Brown,0.3,46.38,13,9,0,2
ANSL_61554,05-11-2018 00:00,26-12-2018 00:00,2,White,0.86,6.08,13,9,1,1
ANSL_64862,11-10-2017 00:00,31-10-2018 11:31,2,Black,0.16,39.06,0,7,0,2
ANSL_51504,25-02-2018 00:00,18-03-2019 17:32,1,Brown,0.74,16.08,0,1,0,2
ANSL_51780,21-08-2016 00:00,12-09-2017 16:20,2,Black,0.21,13.25,0,7,1,2
ANSL_67741,19-04-2017 00:00,13-05-2018 18:23,1,Black,0.91,29.47,0,1,0,2
ANSL_49974,29-06-2017 00:00,22-09-2017 00:00,2,White,0.72,23.17,13,9,0,2
ANSL_60741,03-03-2013 00:00,29-04-2017 13:46,0,Chocolate,0.6,42.2,0,7,1,2
ANSL_50297,12-10-2017 00:00,18-04-2018 13:28,0,Black,0.11,22.64,0,1,1,2
ANSL_61720,10-09-2017 00:00,05-10-2018 18:29,0,Brown Tabby,0.65,40.88,17,9,1,1
ANSL_56269,30-08-2008 00:00,09-09-2016 14:05,1,Flame Point,0.92,26.21,0,1,0,1
ANSL_67533,10-02-2018 00:00,18-05-2018 19:16,2,White,0.52,41.44,0,7,0,2
ANSL_72856,06-02-2017 00:00,27-02-2019 13:07,,Brown,0.65,37.15,15,4,2,4
ANSL_50763,01-05-2014 00:00,26-05-2018 16:47,2,Brown,0.7,47.38,13,9,1,2
ANSL_54852,16-04-2008 00:00,21-05-2018 13:32,0,Blue,0.11,31.9,0,1,1,1
ANSL_55189,03-02-2016 00:00,07-03-2017 13:01,2,Brown,0.74,36.63,0,7,0,2
ANSL_65676,10-06-2016 00:00,01-07-2017 11:44,,Brown,0.38,33.46,15,4,2,4
ANSL_71682,02-07-2016 00:00,06-08-2016 13:33,2,White,0.47,42.69,13,9,0,1
ANSL_69622,14-06-2011 00:00,07-07-2018 15:01,1,Red,0.32,7.41,0,1,0,2
ANSL_59465,24-08-2015 00:00,10-10-2016 17:16,1,Fawn,0.44,44.92,0,1,0,2
ANSL_70447,29-11-2013 00:00,24-01-2019 13:10,1,White,0.61,41.14,0,1,0,4
ANSL_66504,26-04-2016 00:00,17-05-2018 15:28,2,Brown Tabby,0.14,48.36,18,4,0,1
ANSL_64183,02-12-2011 00:00,28-12-2016 15:11,0,Black,0.98,25.46,0,7,1,2
ANSL_64567,26-07-2018 00:00,23-11-2018 17:09,0,Brown Tabby,0.52,48.45,0,1,1,1
ANSL_53440,06-12-2013 00:00,03-01-2017 18:04,1,Brown,0.68,7.36,0,7,0,2
ANSL_53799,16-03-2018 00:00,03-08-2018 13:17,2,Brown Brindle,0.32,44.02,0,7,0,2
ANSL_63363,02-05-2017 00:00,03-06-2018 13:43,0,Black,0.17,36.01,0,1,1,1
ANSL_71437,18-09-2015 00:00,13-10-2017 16:23,1,White,0.73,32,0,1,0,2
ANSL_73340,29-08-2015 00:00,20-09-2016 09:00,2,Blue Tabby,0.37,44.67,16,9,0,1
ANSL_61844,12-04-2013 00:00,10-05-2017 13:55,2,Fawn,0.61,47.88,13,9,1,2
ANSL_74578,09-12-2015 00:00,09-09-2018 18:37,1,Fawn,0.6,47.59,0,7,0,2
ANSL_51769,23-08-2013 00:00,24-09-2016 18:44,1,Chocolate,0.58,12.06,0,1,0,2
ANSL_58238,05-02-2016 00:00,05-01-2017 10:05,1,Tricolor,0.44,40.21,13,9,0,2
ANSL_51800,04-12-2016 00:00,04-01-2019 17:37,1,Black,0.31,22.52,0,7,0,2
ANSL_76517,15-05-2016 00:00,16-05-2018 19:01,1,Black,0.31,27.01,0,7,0,2
ANSL_67384,21-11-2016 00:00,12-06-2018 09:00,0,Blue,0.06,37.96,16,9,1,1
ANSL_74852,19-07-2016 00:00,14-12-2016 15:38,0,Gray,0.48,12.53,13,9,1,2
ANSL_70920,10-02-2018 00:00,18-05-2018 19:14,2,White,0.42,14.84,0,7,1,2
ANSL_59852,08-02-2012 00:00,01-03-2017 18:56,0,Chocolate,0.6,23.69,0,7,1,2
ANSL_64719,09-06-2017 00:00,10-10-2017 18:34,1,Black,0.42,47.02,0,1,0,1
ANSL_57570,02-10-2013 00:00,05-11-2016 14:47,1,Blue,0.62,21.76,13,9,0,2
ANSL_64376,13-07-2018 00:00,03-02-2019 12:52,2,Blue,0.46,24.86,0,7,1,2
ANSL_54646,28-02-2017 00:00,21-05-2018 16:37,1,Black,0.03,24.18,0,7,0,2
ANSL_53642,25-02-2017 00:00,19-03-2018 17:47,1,Black,0.74,34.2,0,7,0,2
ANSL_50923,06-04-2014 00:00,24-05-2017 16:19,1,Black,0.35,14.74,0,1,0,1
ANSL_66908,15-11-2016 00:00,28-07-2018 16:07,0,Gray,0.94,6.74,0,1,1,2
ANSL_73336,21-11-2016 00:00,19-02-2017 18:29,0,Blue,0.35,43.83,0,1,1,1
ANSL_51378,14-08-2018 00:00,08-11-2018 11:28,2,White,0.12,36.61,13,9,1,2
ANSL_73850,01-10-2011 00:00,23-04-2017 11:55,1,Tricolor,0.68,17.27,0,7,0,2
ANSL_76843,20-10-2015 00:00,15-11-2016 10:55,1,Blue,0.38,22.48,0,7,0,2
ANSL_67722,15-09-2017 00:00,10-10-2018 15:27,0,Black,0.12,19.26,17,9,1,1
ANSL_60217,24-01-2017 00:00,18-02-2019 15:37,1,Blue,0.35,49.67,0,7,0,2
ANSL_66227,01-08-2017 00:00,22-09-2017 19:09,,Black,0.08,30.38,18,4,2,1
ANSL_51270,10-02-2017 00:00,26-02-2019 18:23,1,Cream,0.51,13.39,0,1,0,2
ANSL_50777,28-08-2017 00:00,30-03-2018 17:24,0,Brown Tabby,0.14,37.64,0,1,1,1
ANSL_57323,10-04-2018 00:00,27-01-2019 15:21,0,Blue,0.79,18.59,0,7,1,2
ANSL_66088,08-03-2014 00:00,30-03-2017 00:00,2,Brown,0.61,22.08,13,9,0,2
ANSL_73567,28-10-2014 00:00,01-01-2017 18:07,1,Blue Merle,0.59,32.83,0,1,0,2
ANSL_52274,02-07-2016 00:00,06-08-2016 13:37,2,Black,0.67,44.92,13,9,0,1
ANSL_71833,18-10-2017 00:00,15-01-2018 12:42,1,Black,0.89,15.93,0,1,0,1
ANSL_66242,14-05-2016 00:00,24-06-2017 13:51,1,White,0.42,40.71,0,7,0,2
ANSL_66351,17-05-2017 00:00,26-01-2018 18:05,0,White,0.23,10.05,0,1,1,2
ANSL_54133,25-07-2015 00:00,21-08-2016 16:11,0,Torbie,0.24,44.24,0,1,1,1
ANSL_52323,04-07-2018 00:00,26-08-2018 14:07,2,White,0.96,10.91,13,9,1,1
ANSL_50013,01-05-2018 00:00,10-10-2018 17:02,0,Cream,0.79,27.46,0,1,1,2
ANSL_60094,11-06-2017 00:00,25-08-2017 12:55,2,White,0.72,20.9,18,4,0,1
ANSL_69883,12-06-2011 00:00,03-07-2018 17:04,0,Tricolor,0.05,31.68,0,7,1,2
ANSL_62371,14-08-2016 00:00,05-10-2016 17:11,2,Calico,0.1,32.35,13,9,1,1
ANSL_72604,03-07-2014 00:00,21-07-2018 18:29,0,Lynx Point,0.7,35.51,0,1,1,1
ANSL_75877,29-03-2009 00:00,20-04-2019 11:00,0,Tricolor,0.02,5.24,0,7,1,2
ANSL_70640,27-03-2017 00:00,22-05-2018 17:13,1,Blue,0.51,30.8,0,1,0,2
ANSL_75252,06-03-2017 00:00,05-04-2019 00:00,0,Black,0.76,7.92,13,9,1,1
ANSL_57575,08-12-2006 00:00,27-01-2018 16:01,0,Black,0.09,12.57,7,1,1,1
ANSL_66125,11-07-2014 00:00,19-08-2018 14:00,0,White,0.17,31.41,13,9,1,1
ANSL_55568,17-07-2014 00:00,18-08-2017 17:53,1,Brown,0.87,14.39,0,1,0,2
ANSL_67145,10-02-2018 00:00,06-12-2018 12:09,0,White,0.04,15.3,0,1,1,1
ANSL_67498,15-02-2014 00:00,10-03-2018 16:00,1,White,0.36,23.83,0,7,0,2
ANSL_69038,15-06-2017 00:00,10-07-2018 18:23,0,Calico,0.19,37.19,13,9,1,1
ANSL_71456,19-11-2016 00:00,06-03-2017 09:16,1,Blue,0.81,25.84,7,1,0,1
ANSL_61476,25-07-2017 00:00,16-04-2018 09:00,0,Brown Tabby,0.63,11.96,16,9,1,1
ANSL_66444,06-07-2002 00:00,29-07-2018 16:40,0,Black,1,21.76,0,7,1,1
ANSL_68762,08-01-2014 00:00,16-08-2016 11:37,0,White,0.9,29.11,0,1,1,2
ANSL_58489,27-10-2016 00:00,21-11-2018 18:12,1,Black,0.5,10.81,0,1,0,2
ANSL_55650,27-07-2012 00:00,03-07-2017 16:07,1,Chocolate,0.48,26.07,0,7,0,2
ANSL_60214,18-06-2018 00:00,27-12-2018 17:50,1,White,0.43,43.48,0,1,0,2
ANSL_74342,14-09-2015 00:00,06-10-2017 09:00,0,Brown Tabby,0.62,39.81,16,9,1,1
ANSL_62438,27-06-2018 00:00,03-01-2019 11:30,2,Tan,0.04,36.43,18,4,1,2
ANSL_60254,30-08-2017 00:00,24-09-2018 18:49,0,Black,0.49,18.08,0,1,1,2
ANSL_52551,05-12-2016 00:00,03-01-2018 17:17,0,Sable,0.65,47.31,0,1,1,2
ANSL_58439,01-03-2012 00:00,29-03-2017 12:06,1,Tan,0.96,6.03,0,1,0,2
ANSL_55621,23-06-2014 00:00,14-07-2017 18:34,1,Tan,0.43,25.21,0,7,0,2
ANSL_65884,23-06-2017 00:00,03-10-2017 10:48,0,Blue Tabby,0.63,9.38,7,1,1,1
ANSL_73194,07-08-2008 00:00,16-09-2016 16:49,1,Black,0.29,40.03,0,1,0,2
ANSL_50489,29-05-2017 00:00,23-08-2017 17:06,0,Orange Tabby,0.41,46.94,0,1,1,1
ANSL_65565,16-09-2016 00:00,12-10-2018 18:06,0,Black,0.92,23.54,0,1,1,2
ANSL_69570,08-09-2017 00:00,29-09-2018 14:34,,Brown,0.2,42.86,15,4,2,4
ANSL_74778,22-08-2016 00:00,12-09-2017 16:26,,Gray,0.06,38.89,18,4,2,0
ANSL_75924,27-10-2016 00:00,25-11-2017 18:11,1,Black,0.1,20.97,0,1,0,2
ANSL_51483,18-11-2016 00:00,04-03-2017 18:32,0,Brown Tabby,0.44,24.15,0,1,1,1
ANSL_64672,13-02-2016 00:00,28-10-2017 00:00,0,Brown,0.75,35.05,13,9,1,2
ANSL_57247,13-09-2013 00:00,04-10-2016 19:17,1,Black,0.14,49.37,0,7,0,2
ANSL_67136,10-08-2016 00:00,30-10-2016 15:39,2,Brown Tabby,0.92,27.96,0,1,1,1
ANSL_65797,03-01-2018 00:00,13-04-2018 18:14,0,Tan,0.72,9.51,7,1,1,2
ANSL_51092,15-08-2018 00:00,07-10-2018 15:07,2,Black,0.04,17.75,13,9,0,1
ANSL_72252,17-01-2016 00:00,19-01-2018 18:49,0,Brown Brindle,0.16,21.39,0,1,1,2
ANSL_59758,11-03-2016 00:00,30-03-2017 15:13,1,White,0.83,30.77,0,7,0,2
ANSL_56178,24-08-2008 00:00,15-09-2017 15:26,1,Brown Tabby,0.67,16.64,0,7,0,1
ANSL_71181,18-10-2018 00:00,18-01-2019 15:06,2,White,0.99,41.95,0,7,0,2
ANSL_64905,13-09-2011 00:00,29-09-2016 16:11,0,Fawn,0.21,34.57,13,9,1,2
ANSL_70560,25-07-2017 00:00,19-08-2018 18:16,0,Black,0.42,21.52,0,1,1,2
ANSL_68729,20-03-2016 00:00,08-04-2018 19:53,2,Brown Brindle,0.92,46.46,0,7,1,2
ANSL_64469,01-05-2018 00:00,21-10-2018 18:38,1,White,0.92,14.18,0,1,0,2
ANSL_54258,27-05-2015 00:00,24-06-2018 16:52,1,Gray,0.96,11.01,13,9,0,2
ANSL_56899,22-11-2012 00:00,17-10-2018 14:14,0,White,0.9,39.98,13,9,1,2
ANSL_76648,02-12-2018 00:00,19-02-2019 14:21,1,Fawn,0.94,29.98,7,1,0,2
ANSL_74760,15-07-2016 00:00,08-09-2018 15:00,1,Brown Brindle,0.92,32.33,0,1,0,2
ANSL_55434,21-10-2006 00:00,15-04-2018 13:11,1,Brown,0.45,25.36,0,1,0,2
ANSL_72093,09-11-2016 00:00,22-02-2017 16:09,1,Black,0.41,5.58,7,1,0,1
ANSL_55775,13-07-2017 00:00,07-08-2018 14:30,1,Blue Tabby,0.43,6.04,17,9,0,1
ANSL_64564,25-01-2016 00:00,20-02-2019 19:13,2,Gray Tabby,0.59,7.46,17,9,0,1
ANSL_65947,14-03-2011 00:00,06-04-2017 14:07,1,Black,0.26,27.35,0,7,0,2
ANSL_58089,14-06-2015 00:00,20-08-2016 16:11,0,White,0.14,45.35,0,1,1,2
ANSL_62301,20-03-2011 00:00,26-04-2017 14:40,1,Brown Tabby,0.77,46.39,0,1,0,1
ANSL_52698,28-09-2004 00:00,11-02-2018 16:05,1,Sable,0.01,27.75,0,7,0,2
ANSL_58571,06-09-2009 00:00,25-03-2017 11:06,1,Black,0.63,5.85,0,7,0,2
ANSL_50984,11-10-2015 00:00,31-10-2017 18:16,,Brown,0.23,33.37,0,4,2,4
ANSL_71055,08-05-2016 00:00,29-05-2017 16:42,0,Yellow,0.53,46.07,0,7,1,2
ANSL_65537,20-07-2017 00:00,01-09-2017 17:49,,Black,0.37,24.03,13,9,2,1
ANSL_56047,18-07-2016 00:00,13-11-2016 00:00,0,Cream Tabby,1,20.3,13,9,1,1
ANSL_72665,01-07-2016 00:00,27-07-2017 12:59,1,Tan,0.18,28.2,0,1,0,2
ANSL_58744,21-07-2001 00:00,20-08-2016 14:32,0,Silver,0.51,8.84,0,1,1,2
ANSL_67677,17-10-2016 00:00,14-03-2017 12:23,2,Orange Tabby,0.03,21.98,13,9,0,1
ANSL_66814,27-12-2017 00:00,26-10-2018 14:15,1,Black,0.2,33.99,17,9,0,1
ANSL_61646,17-11-2015 00:00,09-12-2016 09:00,0,Torbie,0.43,15.49,16,9,1,1
ANSL_61490,09-10-2014 00:00,09-11-2017 09:37,1,Black,0.27,19.25,13,9,0,2
ANSL_55646,16-08-2007 00:00,22-10-2017 09:38,0,White,0.17,35.91,7,1,1,2
ANSL_64986,24-01-2015 00:00,21-02-2018 11:43,1,White,0.54,9.32,13,9,0,2
ANSL_71320,18-12-2017 00:00,10-03-2018 00:00,2,Black,0.75,44.4,13,9,0,2
ANSL_56368,16-07-2018 00:00,05-10-2018 17:16,1,Black,0.89,26.81,0,1,0,2
ANSL_65764,22-01-2017 00:00,16-04-2018 16:11,1,Black,0.76,17.69,0,7,0,1
ANSL_62850,31-03-2016 00:00,29-10-2017 18:01,1,Black,0.81,7.99,0,1,0,2
ANSL_50147,20-12-2017 00:00,22-01-2019 16:59,1,Black,0.01,27.41,0,1,0,2
ANSL_60946,25-11-2017 00:00,02-02-2019 17:04,1,Blue Tabby,0.17,12.96,0,7,0,1
ANSL_72374,16-07-2009 00:00,08-10-2016 14:10,0,Calico,0.98,19.24,11,4,1,1
ANSL_66688,14-10-2016 00:00,20-11-2017 18:43,1,Black,0.3,24.55,0,1,0,1
ANSL_53009,14-05-2016 00:00,03-06-2018 15:08,,Black,0.53,32.73,15,4,2,4
ANSL_75682,24-11-2016 00:00,15-04-2019 13:51,1,Brown Tabby,0.23,38.53,7,1,0,1
ANSL_75673,17-01-2019 00:00,14-04-2019 21:51,1,Gray,0.39,47.74,0,1,0,1
ANSL_61958,18-07-2016 00:00,04-10-2016 12:23,0,Blue Tabby,0.8,43.02,13,9,1,1
ANSL_71675,21-07-2017 00:00,12-08-2017 12:35,,Cream Tabby,0.13,48.63,13,9,2,1
ANSL_59960,04-05-2016 00:00,01-05-2017 18:48,0,White,0.01,23.92,0,7,1,2
ANSL_61536,11-07-2007 00:00,01-08-2016 16:20,,Tan,0.98,21.78,18,4,2,2
ANSL_60770,28-07-2016 00:00,19-10-2016 13:59,2,Orange Tabby,0.65,47.21,13,9,0,1
ANSL_72641,05-07-2017 00:00,22-08-2017 12:37,,Black Tabby,0.22,49.71,13,9,2,1
ANSL_63041,27-02-2017 00:00,16-01-2019 13:07,1,Red,0.16,8.31,13,9,0,2
ANSL_59712,16-12-2015 00:00,09-01-2017 18:09,1,Black,0.33,13.88,0,1,0,2
ANSL_70631,16-05-2018 00:00,17-06-2018 13:30,,Pink,0.63,18.1,18,4,2,4
ANSL_69724,31-05-2017 00:00,08-07-2018 18:15,0,Black,0.93,44.68,0,1,1,2
ANSL_59125,19-04-2016 00:00,11-06-2017 16:53,1,Brown,0.63,48.57,0,1,0,2
ANSL_63348,12-08-2015 00:00,06-09-2016 19:08,0,Brown Tabby,0.59,16.82,0,1,1,1
ANSL_55616,25-08-2016 00:00,16-02-2018 15:46,0,Black,0.88,13.16,0,7,1,2
ANSL_68743,30-01-2016 00:00,25-02-2017 17:26,0,Chocolate,0.72,28,0,1,1,2
ANSL_61534,31-12-2015 00:00,06-05-2018 14:03,0,Tortie,0.63,15.15,7,1,1,1
ANSL_58394,16-07-2017 00:00,28-11-2017 15:55,1,Brown Tabby,0.11,15.16,0,1,0,1
ANSL_72461,03-02-2017 00:00,03-08-2017 12:01,1,Black,0.6,37.28,0,1,0,1
ANSL_59463,28-10-2013 00:00,07-12-2016 15:47,1,Blue Tabby,0.32,21.37,0,1,0,1
ANSL_71540,20-01-2017 00:00,28-02-2017 17:56,2,Orange Tabby,0.49,31.39,13,9,0,1
ANSL_55396,03-03-2016 00:00,24-03-2018 14:39,1,Tan,1,35.98,0,7,0,2
ANSL_63809,17-06-2018 00:00,29-07-2018 17:43,2,Black,0.08,14.33,13,9,0,1
ANSL_66431,30-08-2017 00:00,06-12-2017 00:00,1,Brown Tabby,0.81,36.48,13,9,0,1
ANSL_76216,09-03-2019 00:00,28-04-2019 09:16,2,White,0.47,44.05,8,2,1,2
ANSL_71879,05-12-2017 00:00,28-03-2018 18:16,1,Tan,1,41.4,0,1,0,2
ANSL_56620,11-02-2014 00:00,12-03-2017 18:26,1,White,0.64,27.79,0,7,0,2
ANSL_66611,09-10-2017 00:00,15-01-2018 19:20,1,White,0.41,44.47,0,1,0,1
ANSL_58716,01-06-2014 00:00,23-12-2018 11:15,2,White,0.61,32.53,0,7,0,2
ANSL_52851,28-02-2017 00:00,19-03-2018 09:00,0,Brown Tabby,0.92,5.96,16,9,1,1
ANSL_75167,13-07-2017 00:00,09-10-2017 18:40,1,Blue Tabby,0.63,7.7,0,1,0,1
ANSL_75931,31-03-2007 00:00,21-04-2019 16:57,1,Tan,0.21,18.94,0,7,0,2
ANSL_73577,28-09-2017 00:00,01-02-2019 11:29,2,Brown Brindle,0.39,22.23,0,7,1,2
ANSL_66509,28-07-2017 00:00,18-08-2018 13:17,2,Red,0.1,20.25,0,7,0,2
ANSL_57351,02-09-2015 00:00,25-09-2018 12:10,2,Black,0.16,8.24,0,7,0,2
ANSL_75891,23-03-2009 00:00,20-04-2019 16:44,1,White,0.9,13.03,0,1,0,2
ANSL_56678,25-03-2017 00:00,20-04-2018 15:18,1,White,0.21,13.54,13,9,0,2
ANSL_50824,21-05-2018 00:00,15-12-2018 17:34,1,Brown,0.63,9.4,0,1,0,2
ANSL_71547,05-07-2018 00:00,27-09-2018 16:00,0,Brown Tabby,0.34,36.38,7,1,1,1
ANSL_64460,19-09-2017 00:00,14-01-2018 19:00,1,Blue,0.3,11.43,0,1,0,2
ANSL_65733,07-04-2018 00:00,14-07-2018 18:25,0,Red,0.23,24.28,0,8,1,2
ANSL_62149,22-08-2018 00:00,29-11-2018 10:14,1,White,0.29,32.02,0,1,0,1
ANSL_61643,31-10-2015 00:00,22-11-2016 14:26,,Calico,0.08,18.9,13,9,2,4
ANSL_59556,31-05-2010 00:00,28-10-2017 15:29,0,Black,0.57,46.32,0,1,1,2
ANSL_63626,11-01-2018 00:00,01-04-2018 18:06,1,Seal Point,0.97,31.33,7,1,0,1
ANSL_68916,14-05-2016 00:00,04-06-2018 09:00,2,Blue,0.6,48.82,16,9,1,1
ANSL_61750,09-11-2012 00:00,09-12-2018 18:58,0,Black,0.25,15.53,0,1,1,2
ANSL_51742,06-04-2016 00:00,05-04-2017 17:16,2,Red,0.99,16.76,0,7,1,2
ANSL_66741,12-12-2014 00:00,29-01-2017 14:20,1,White,0.41,12.1,0,1,0,2
ANSL_71362,11-12-2016 00:00,01-07-2017 17:29,,Brown,0.6,6.9,15,4,2,4
ANSL_52687,11-07-2010 00:00,31-12-2016 18:49,0,Gray,1,46.08,0,7,1,2
ANSL_50981,19-12-2018 00:00,31-01-2019 00:00,2,Calico,0.96,21.81,13,9,0,1
ANSL_70363,31-07-2016 00:00,28-10-2016 18:28,0,Torbie,0.49,12.23,7,1,1,1
ANSL_51375,05-01-2009 00:00,28-01-2019 18:31,2,Brown,0.76,35.63,0,7,0,2
ANSL_75985,28-01-2019 00:00,22-04-2019 18:11,0,Tan,0.82,20.5,0,1,1,2
ANSL_51438,26-10-2016 00:00,25-08-2017 14:57,1,Black,0.24,39.2,0,1,0,2
ANSL_50749,29-11-2017 00:00,23-02-2018 12:08,0,Black,0.9,37.97,0,1,1,1
ANSL_59650,11-05-2016 00:00,14-06-2018 21:17,1,Blue,0.58,14.77,0,1,0,1
ANSL_68913,27-11-2016 00:00,26-12-2018 14:07,1,Red,0.58,46.54,12,1,0,2
ANSL_75206,24-04-2015 00:00,18-05-2017 19:11,,Black Tabby,0.68,23.72,16,9,2,1
ANSL_67508,15-07-2018 00:00,04-11-2018 18:25,0,Brown Tabby,0.35,18.57,7,1,1,1
ANSL_55042,27-08-2013 00:00,30-10-2016 18:41,0,Black,0.57,19.23,7,1,1,2
ANSL_66650,08-02-2016 00:00,06-03-2017 18:52,1,Cream,0.28,28.96,0,1,0,2
ANSL_57513,13-02-2015 00:00,22-04-2018 14:13,1,White,0.88,42.6,7,1,0,2
ANSL_60385,01-10-2017 00:00,29-11-2017 09:04,,Orange Tabby,0.95,25.47,13,9,2,1
ANSL_68365,17-05-2016 00:00,13-06-2017 15:45,1,Black,0.65,23.34,13,9,0,2
ANSL_65960,04-11-2015 00:00,25-11-2017 17:00,,Brown,0.28,48.6,15,4,2,4
ANSL_58878,26-07-2018 00:00,31-12-2018 15:21,1,Black,0.75,16.51,0,1,0,1
ANSL_51608,28-07-2016 00:00,29-10-2016 13:09,1,Blue Tabby,0.87,30.58,0,1,0,1
